cidade,bairro,endereco,quartos,suites,garagens,posicao_sol,area_util,area_total,preco,características,latitude,longitude,nome_vendedor,creci,whatsapp,telefone,publicado_dias:,aceita_financiamento,posicao_imovel,nome_edificio,ultima_atualizacao,unidades_andar,total_andares_empr,titulo,descricao,url_origem
CEILÂNDIA,CEILANDIA NORTE,QNR 2 Conjunto E,2,1,2,Não encontrado,"52,00 m²","150,00 m²",155000,,-15.8036219,-48.1398169,Thaís Imobiliaria,1704,556130312200,"(61) 3031 
                                             
                                         
                             
                             - 2200 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3031 
                                             
                                         
                             
                             - 2200 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3031 
                                             
                                         
                             
                             - 2200 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3031 
                                             
                                         
                             
                             - 2200",Não informado,Não encontrado,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,QNR 02 | Casa com 2 quartos sendo 1 suite  - Ceilândia,"QNR 02 | Casa com 2 quartos sendo 1 suite  - Ceilândia

02 dormitórios (1 suíte)
Sala de estar
Copa
Cozinha
Área de serviço independente

A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga de garagem anunciada que deverá ser confirmada, pois se trata de vaga vinculada, área comum ou estacionamento público cercado.

Plantão de atendimento
Ligue agora e agende sua visita!",https://www.dfimoveis.com.br/imovel/casa-2-quartos-venda-ceilandia-norte-ceilandia-df-qnr-2-conjunto-e-1112612
CEILÂNDIA,CEILANDIA NORTE,QNN 21 Conjunto D,3,1,2,Nascente,"250,00 m²",Não encontrado,249999,"Aceita Pets, Área de Serviço, Cozinha com Armários , Varanda, Área de Serviço Coberta , Vista Livre, Cozinha Espaçosa",-15.8122844,-48.1201958,Paulo Roberto Silva,11968,5561981224508,"(61) 98122 
                                             
                                         
                             
                             - 4508 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 98122 
                                             
                                         
                             
                             - 4508 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 98122 
                                             
                                         
                             
                             - 4508 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 98122 
                                             
                                         
                             
                             - 4508",73 dias,Não encontrado,Frente,Não encontrado,27/03/2025,Não econtrado,Não econtrado,"CASA COM 3 QTOS, SENDO UMA SUÍTE, CASA FORRADA NO PVC, LOTE COM 250 M2º","*CEILÂNDIA NORTE* 
*QNN 21*

PRÓXIMO A ESTAÇÃO DO METRÔ CEILANDIA NORTE, E PANIFICADORA GONÇALINA. 


*CASA TODA FORRADA NO PVC. SENDO 3 QTOS, SENDO UMA SUÍTE, COZINHA COM ARMÁRIOS, ÁREA DE SERVIÇO COBERTA*

CASA NOS FUNDOS COM 1 QTO, SALA, COZINHA E BANHEIRO. 

LOTE COM 250M2º

GARAGEM PARA 2 CARROS. 


APENAS 250 MIL
",https://www.dfimoveis.com.br/imovel/casa-3-quartos-venda-ceilandia-norte-ceilandia-df-qnn-21-conjunto-d-1097249
CEILÂNDIA,CEILANDIA NORTE,QNO 13 Conjunto C,3,0,3,Não encontrado,"140,00 m²","144,00 m²",320000,Área de Serviço,-15.7912357,-48.1311349,Beiramar Imóveis,20346,556132621001,"(61) 3262 
                                             
                                         
                             
                             - 1001 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3262 
                                             
                                         
                             
                             - 1001 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3262 
                                             
                                         
                             
                             - 1001 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3262 
                                             
                                         
                             
                             - 1001",178 dias,Não encontrado,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,"Casa à venda 3 Quartos, 3 Vagas na QNO 13 - Ceilândia ","Casa principal:

3 quartos amplos, ideais para acomodar toda a família
Sala bem iluminada e arejada
Banheiro social
Cozinha prática e funcional
Área de serviço espaçosa
3 vagas de garagem cobertas
2 portões eletrônicos para maior comodidade e segurança.
Casa dos fundos:

1 quarto
Sala integrada
Banheiro social
Cozinha funcional
Área de serviço independente, garantindo privacidade.
Informações adicionais:

Imóvel aceita financiamento e uso de FGTS
Estuda permuta por imóveis ou veículos.
Pontos Fortes da Localização - QNO 13 (Ceilândia Norte)
Ótima infraestrutura:

Região bem servida por escolas, supermercados, farmácias e comércio local diversificado.
Próxima a academias, restaurantes e serviços essenciais, facilitando o dia a dia.
Mobilidade e acessibilidade:

Fácil acesso às principais vias da cidade, como a Avenida Hélio Prates e BR-070.
Disponibilidade de transporte público, incluindo linhas de ônibus e proximidade ao Metrô Ceilândia Norte.
Segurança e tranquilidade:

Bairro residencial com boa vizinhança, ideal para famílias.
Ruas tranquilas e com iluminação pública adequada.
Valorização imobiliária:

Região em constante desenvolvimento, garantindo um bom retorno para quem busca investir ou morar.
Lazer e conveniência:

Próxima ao Parque da Ceilândia, área verde perfeita para passeios e atividades ao ar livre.
Feiras locais e opções de lazer nas redondezas, como quadras esportivas e praças.. Há mais de 40 anos atuando no mercado imobiliário do Distrito Federal, a Beiramar já ajudou mais de 150 mil pessoas a encontrarem seu lar.Para mais informações agende sua visita! ",https://www.dfimoveis.com.br/imovel/casa-3-quartos-venda-ceilandia-norte-ceilandia-df-qno-13-conjunto-c-963392
CEILÂNDIA,CEILANDIA NORTE,QNO 19 Conjunto E,2,1,2,Não encontrado,"67,00 m²","126,00 m²",200000,,-15.7906386,-48.14023,Leopoldo Nascimento Empreendimentos Imobiliários,6867,556133235959,"(61) 3323 
                                             
                                         
                             
                             - 5959 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3323 
                                             
                                         
                             
                             - 5959 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3323 
                                             
                                         
                             
                             - 5959 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3323 
                                             
                                         
                             
                             - 5959",185 dias,Sim,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,Casa com Lote Comercial/Residencial na QNO 19 - com habite-se - Ceilândia Norte,"Lote de 126 m² com duas Casas no terreno.
Casa frente composta de:

Pequena Área de serviço 
Um quarto
Sala
Banheiro social
Cozinha

Casa Fundos composta de: 

Sala
Dois quartos, sendo uma suíte
Cozinha 
Área de serviço com banheiro

Imóvel possui garagem para 02 carros com portão automático

Para Informações e Visitas: Corretor - Ronaldo Bandeira: ,.

 Valores Sujeitos a alterações sem aviso prévio.
A área descrita é uma estimativa, portanto é necessária a conferência junto à matrícula do imóvel.",https://www.dfimoveis.com.br/imovel/casa-2-quartos-venda-ceilandia-norte-ceilandia-df-qno-19-conjunto-e-940692
CEILÂNDIA,CEILANDIA NORTE,QNN 37 Conjunto H,3,0,3,Não encontrado,"160,00 m²","160,00 m²",295000,Área de Serviço,-15.8091955,-48.1270418,Beiramar Imóveis,20346,556132621001,"(61) 3262 
                                             
                                         
                             
                             - 1001 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3262 
                                             
                                         
                             
                             - 1001 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3262 
                                             
                                         
                             
                             - 1001 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3262 
                                             
                                         
                             
                             - 1001",Não informado,Não encontrado,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,"Casa 3 Quartos, Varanda, 3 Vagas de Garagem à Venda na QNN 37 - Ceilândia Norte","Casa Térrea com 3 Quartos e Excelente Localização - QNN 37, Ceilândia Norte

Se você busca conforto, espaço e praticidade, esta casa é uma excelente opção. Localizada em uma das regiões mais estratégicas de Ceilândia Norte, oferece fácil acesso a comércios, escolas e transporte público, garantindo comodidade no dia a dia.

Destaques do Imóvel
Área construída: 160 m²
Ambientes bem distribuídos: Excelente iluminação e ventilação natural
3 quartos espaçosos: Ideal para famílias que buscam conforto
Sala ampla: Perfeita para receber visitas e criar um ambiente aconchegante
Cozinha funcional: Com espaço bem aproveitado para o dia a dia
Banheiro social: Praticidade para toda a família
Varanda: Ótima para momentos de lazer e descanso
Área de serviço: Espaço independente para maior organização
Área externa: Conta com espaços na frente e nos fundos do imóvel
Garagem para até 3 carros, sendo 1 vaga coberta
Casa nos fundos: Excelente para renda extra ou acomodação independente

Localização Privilegiada
Próxima a supermercados, escolas e comércio local
Fácil acesso ao transporte público e vias principais da cidade
Bairro consolidado com infraestrutura completa

Aceita financiamento e FGTS

Agende sua visita
Essa casa é ideal para quem busca um imóvel amplo, bem localizado e com possibilidade de personalização. Entre em contato e venha conhecer!",https://www.dfimoveis.com.br/imovel/casa-3-quartos-venda-ceilandia-norte-ceilandia-df-qnn-37-conjunto-h-1120702
CEILÂNDIA,CEILANDIA NORTE,QNM 20 Conjunto A,6,0,1,Não encontrado,"200,00 m²","250,00 m²",550000,,-15.8085478,-48.1048071,Thaís Imobiliaria,1704,556130312200,"(61) 3031 
                                             
                                         
                             
                             - 2200 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3031 
                                             
                                         
                             
                             - 2200 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3031 
                                             
                                         
                             
                             - 2200 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3031 
                                             
                                         
                             
                             - 2200",Não informado,Não encontrado,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,Qnm 20 -Casa de 2 quartos com kits de fundo - Ceilândia,"Imóvel Completo com Casa Principal e Kits para Renda Extra!

Casa Principal: 2 quartos amplos, ideal para moradia com conforto e praticidade.
Anexo: 4 kits individuais, perfeitos para locação e geração de renda extra.
Esse imóvel é ideal para quem busca morar bem e investir ao mesmo tempo! Entre em contato e agende uma visita para conhecer de perto esta excelente oportunidade!

Aceita  financiamento!!

A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga de garagem anunciada que deverá ser confirmada, pois se trata de vaga vinculada, área comum ou estacionamento público cercado.

Plantão de atendimento
Ligue agora e agende sua visita!",https://www.dfimoveis.com.br/imovel/casa-4-quartos-venda-ceilandia-norte-ceilandia-df-qnm-20-conjunto-a-1064872
CEILÂNDIA,CEILANDIA NORTE,QNO 11 Conjunto G  - QNO 11,2,0,3,Não encontrado,"190,00 m²",Não encontrado,395000,Piscina,-15.7960767,-48.1282189,Beiramar Imóveis,20346,556132621001,"(61) 3262 
                                             
                                         
                             
                             - 1001 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3262 
                                             
                                         
                             
                             - 1001 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3262 
                                             
                                         
                             
                             - 1001 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3262 
                                             
                                         
                             
                             - 1001",Não informado,Não encontrado,Não encontrado,QNO 11,27/03/2025,Não econtrado,Não econtrado,"Casa á venda com 2 quartos, 3 vagas na QNO 11 - Ceilândia","Casa térrea com acabamento de alto padrão - QNO 11 Conjunto G

- Piscina aquecida para momentos de lazer em qualquer estação
- Churrasqueira para confraternizações com amigos e família
- Acabamento sofisticado, com portas e janelas em Blindex
- Forro em drywall, proporcionando um design moderno e elegante
- Piso todo em porcelanato, garantindo durabilidade e requinte
- Vaga para até 3 carros, oferecendo praticidade e segurança
- 2 quartos espaçosos e bem iluminados
- 1 banheiro bem distribuído, com ótimo acabamento
- Armários planejados, otimizando espaço e funcionalidade
- Pronta para morar, sem necessidade de reformas

Diferenciais da região:

- Localização estratégica, com fácil acesso à Avenida Hélio Prates e Taguatinga
- Próximo a escolas, supermercados e comércio variado
- Região tranquila, com boa infraestrutura e segurança
- Diversas opções de transporte público, facilitando a mobilidade

Aceita financiamento e FGTS

Há mais de 43 anos atuando no mercado imobiliário do Distrito Federal, a Beiramar já ajudou mais de 150 mil pessoas a encontrarem seu lar.

Para mais informações agende sua visita! ,
",https://www.dfimoveis.com.br/imovel/casa-2-quartos-venda-ceilandia-norte-ceilandia-df-qno-11-conjunto-g-1120692
CEILÂNDIA,CEILANDIA NORTE,QNO 5 Conjunto B,2,1,3,Não encontrado,"144,00 m²","144,00 m²",500000,,-15.7912668,-48.1270418,RE/MAX Veritas,24313,5561999073943,"(61) 99907 
                                             
                                         
                             
                             - 3943 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99907 
                                             
                                         
                             
                             - 3943 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99907 
                                             
                                         
                             
                             - 3943 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99907 
                                             
                                         
                             
                             - 3943",Não informado,Não encontrado,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,Casa QNO 5 Setor 0,"Oportunidade de casa com ponto comercial QNO 5, Setor O - Ceilândia!

Imagina viver em um imóvel que une conforto, praticidade e um excelente espaço, com o diferencial de um ponto comercial que pode gerar uma renda extra para você? Este é o seu novo lar!

Destaques do imóvel:

2 quartos, sendo 1 suíte, proporcionando privacidade e bem-estar
Cozinha planejada com armários, pronta para preparar suas melhores receitas
2 banheiros bem distribuídos para maior comodidade
Escritura pronta para facilitar o processo de compra
Forro em PVC, oferecendo isolamento térmico e acústico, ideal para manter o conforto da casa.


E tem mais!

O imóvel possui um ponto comercial integrado, estrategicamente localizado em frente à avenida principal, com grande fluxo de pessoas. Excelente oportunidade para quem quer empreender e aumentar sua renda sem sair de casa. Ideal para qualquer tipo de negócio local.

Localização privilegiada! Próximo a escolas, comércios e fácil acesso ao transporte público, essa é uma área em constante valorização. Ideal tanto para quem busca morar bem quanto para quem deseja investir.

Não perca essa chance! 
Agende já sua visita e descubra o imóvel dos seus sonhos. 
Essa é a oportunidade que você estava esperando!

Luciana Araujo 
",https://www.dfimoveis.com.br/imovel/casa-2-quartos-venda-ceilandia-norte-ceilandia-df-qno-5-conjunto-b-1050930
CEILÂNDIA,CEILANDIA NORTE,QNO 19 Conjunto 20,5,0,2,Não encontrado,"400,00 m²","200,00 m²",285000,Portão Eletrônico,-15.7930499,-48.1368477,Thaís Imobiliaria,1704,556130312200,"(61) 3031 
                                             
                                         
                             
                             - 2200 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3031 
                                             
                                         
                             
                             - 2200 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3031 
                                             
                                         
                             
                             - 2200 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 3031 
                                             
                                         
                             
                             - 2200",178 dias,Não encontrado,Não encontrado,Não encontrado,27/03/2025,Não econtrado,2 Andares,QNO 19 - Casa / Sobrado de esquina com 5 quartos - para investidor - Ceilândia Norte,"QNO 19 - Ceilândia Norte 

Você está em busca de uma oportunidade de investimento? Este sobrado de esquina é a escolha ideal para você! Esta é uma oportunidade única de investimento em uma região estratégica, próxima a órgãos públicos, comércios locais e terminal de ônibus. Este imóvel versátil e bem projetado é uma escolha inteligente para investidores.

Casa 1 (térreo)
- Sala ampla, cozinha, lavanderia, 2 quartos, banheiro social e vaga de garagem - imóvel arejado e no piso cerâmico

Casa 2 (primeiro pavimento)
- Sala ampla, cozinha, copa, lavanderia, 2 quartos, varanda, banheiro social - imóvel arejado, com janela para rua nos quartos e piso cerâmico

Casa 3 (Kitnet nos fundos)
- Sala ampla, cozinha, 1 quarto, banheiro na laje - Obs: entrada independente e hidrômetro 

Este sobrado apresenta detalhes de segurança, como grades na frente e atrás, e possui um telhado completamente impermeabilizado com manta asfáltica. Além disso, está preparado com infraestrutura e projeto já definido para a construção de mais três unidades.

 Atualmente, as três residências já estão locadas, tornando-o uma ótima oportunidade para investidores!

Não perca a oportunidade única de adquirir este sobrado com renda garantida. É a chance perfeita para investidores que desejam uma propriedade que já está gerando renda. Não deixe essa oportunidade passar!

A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos, se não se tratar de bem a ser vendido como coisa certa e discriminada, bem como eventual vaga de garagem anunciada que deverá ser confirmada, pois se trata de vaga vinculada, área comum ou estacionamento público cercado.

Plantão de atendimento
Ligue agora e agende sua visita!",https://www.dfimoveis.com.br/imovel/casa-4-quartos-venda-ceilandia-norte-ceilandia-df-qno-19-conjunto-20-383253
CEILÂNDIA,CEILANDIA NORTE,QNO 4 Conjunto J,2,0,2,Não encontrado,"144,00 m²",Não encontrado,260000,"Aceita Pets, Despensa , Cozinha Espaçosa",-15.7952,-48.1187144,Soul Imóveis,31891,5561991648121,"(61) 99164 
                                             
                                         
                             
                             - 8121 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99164 
                                             
                                         
                             
                             - 8121 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99164 
                                             
                                         
                             
                             - 8121 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99164 
                                             
                                         
                             
                             - 8121",75 dias,Não encontrado,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,,"QNO 4 Conjunto J, Ceilândia. 2 quartos, 2 vagas. R$ 260.000,00.

Casa bem localizada, próxima a comércio, escola e saída para Via Estrutural.

São 144 m² de terreno, 77,45 m² de área construída, distribuídos em:

- 2 quartos
- Sala para dois ambientes
- Cozinha ampla
- WC
- Quintal com quarto/despensa aos fundos.

Agende sua visita!
,
CRECI DF 31.681
João Vítor Amorim",https://www.dfimoveis.com.br/imovel/casa-2-quartos-venda-ceilandia-norte-ceilandia-df-qno-4-conjunto-j-1096980
CEILÂNDIA,CEILANDIA NORTE,QNO 13 Conjunto I,3,1,2,Nascente,"140,00 m²",Não encontrado,320000,"Cozinha com Armários , Piso em Porcelanato , Cozinha Espaçosa, Pintura Nova ",-15.7907352,-48.1297462,Xico Rodrigues,17933,5561999197033,"(61) 99919 
                                             
                                         
                             
                             - 7033 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99919 
                                             
                                         
                             
                             - 7033 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99919 
                                             
                                         
                             
                             - 7033 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99919 
                                             
                                         
                             
                             - 7033",1 dias,Sim,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,"Casa reformada , piso porcelanato. ","Casa com 3 quartos , toda na laje, piso porcelanato. ",https://www.dfimoveis.com.br/imovel/casa-3-quartos-venda-ceilandia-norte-ceilandia-df-qno-13-conjunto-i-1133651
CEILÂNDIA,CEILANDIA NORTE,QNM 2 Conjunto D,3,1,4,Não encontrado,"190,00 m²","250,00 m²",599000,,-15.8176186,-48.1073009,RE/MAX Satélite,30598,5561994507225,"(61) 3375 
                             
                             - 3131 
                                 
                                       
                                 
                             

         
                             
                                     
                                     (61) 3375 
                             
                             - 3131 
                                 
                                       
                                 
                             

         
                             
                                     
                                     (61) 3375 
                             
                             - 3131 
                                 
                                       
                                 
                             

         
                             
                                     
                                     (61) 3375 
                             
                             - 3131",178 dias,Não encontrado,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,Espaçosa Casa Familiar com Casa de Fundos Independente na QNM 2,"Casa espaçosa oferece o ambiente perfeito para uma vida confortável e conveniente. Com uma distribuição inteligente de espaço, esta propriedade inclui:

3 Quartos, incluindo 1 Suíte: Quartos amplos e arejados proporcionam privacidade e conforto para todos os membros da família.

Sala Aconchegante: Uma sala de estar espaçosa e convidativa, perfeita para momentos de convívio em família ou para receber amigos.

Cozinha Funcional: Equipada com armários planejados e espaço para refeições, esta cozinha é o coração da casa.

Banheiro Social: Um banheiro adicional para atender às necessidades da família e dos convidados.

Área de Serviço: Espaço dedicado para lavanderia e armazenamento, mantendo a casa organizada.

Garagem para 4 Carros: Amplo espaço para estacionamento, garantindo conveniência e segurança.

Casa de Fundos Independente: Com 2 quartos, sala, cozinha e banheiro, esta casa oferece a opção de moradia independente para familiares, hóspedes ou como fonte de renda extra.       

Localização Conveniente:

Comércio Local: A propriedade está a poucos minutos a pé de um centro comercial que inclui  farmácias e padarias, tornando suas compras diárias rápidas e acessíveis.

Próxima a Restaurantes: Aproveite a proximidade de uma variedade de restaurantes, permitindo que você desfrute de refeições fora com facilidade.

Ponto de Ônibus nas Imediações: Um ponto de ônibus próximo garante acesso fácil ao transporte público, facilitando a mobilidade e o deslocamento pela cidade.

Escolas nas Proximidades: A localização oferece acesso rápido a instituições de ensino, ideal para famílias com crianças.

Não perca a oportunidade de viver em uma casa que atenda a todas as necessidades da sua família, com a flexibilidade de uma casa de fundos independente. Entre em contato para mais informações e agende uma visita hoje mesmo!",https://www.dfimoveis.com.br/imovel/casa-3-quartos-venda-ceilandia-norte-ceilandia-df-qnm-2-conjunto-d-979579
CEILÂNDIA,CEILANDIA NORTE,EQNM 4/6 Bloco C,4,4,4,Não encontrado,"300,00 m²",Não encontrado,1279000,"Piscina, Varanda, Cozinha Espaçosa",-15.8112528,-48.1122534,Oseias Sousa,24970,5561981097533,"(61) 98109 
                                             
                                         
                             
                             - 7533 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 98109 
                                             
                                         
                             
                             - 7533 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 98109 
                                             
                                         
                             
                             - 7533 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 98109 
                                             
                                         
                             
                             - 7533",71 dias,Sim,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,,"Alta Padrão - Casa de 04 quartos com Lazer  - Lote 390m²

Quem ver se apaixona!!!
Casa de 04 quartos todos suítes sendo 01 deles com closet, sala de jantar, sala de estar, cozinha ampla, dispensa, área de serviço, DCE completa, escritório, banheiro social, lote de 390m² e 300m² de área construída, laje, placas solares, muro alto com cerca elétrica e cerca serpentina, câmeras de segurança, portão eletrônico, interfone com câmera e vaga de garagem para 04 carros.

Área de Lazer: Piscina aquecida, área de churrasqueira (elétrica), SPA 06 pessoas e lavabo.

*A área do imóvel anunciado é uma estimativa e deverá ser confirmada junto à certidão de ônus do imóvel ou cessão de direitos.

** Aceita Financiamento e FGTS. Temos correspondente bancário para viabilizar e direcionar o processo com as melhores taxas de financiamento, pelo banco do seu relacionamento ou qualquer outro banco da sua escolha.

Excelente Localização: Quadra QNL 10,  Brasília - DF. Próximo do comercio local, escolas, restaurantes, mercados, farmácias, atacadões, vias de acesso e muito mais

Agende sua visita e faça um ótimo negócio!

Oséias Sousa - CRECI-DF 24970
INSTAGRAM: @sousaimoveis.df

Buscar-me-eis, e me achareis, quando me buscardes de todo o vosso coração. Jr. 29 ¹³.

VEJA TAMBÉM: Aluguel, Altos, Reserva, Borges Landeiro, Top Life, QNL, QNJ, CNB, Comercial, 1 quarto, 2 quartos, 3 quartos, cobertura, duplex, Ágio, lojas, Casa, Samambaia, Ceilândia, Taguatinga, Águas Claras, Guará, Cruzeiro, Plano Piloto, Noroeste, Salas Comerciais, Riacho Fundo, Valparaiso, Águas Lindas, Vicente Pires, Gama, Recanto das Emas, Lucio Costa, Areal, Asa Norte, Asa Sul, Planaltina, Sobradinho, Gama, São Sebastião, Candangolândia, Brazlândia, Centro, Norte e Sul.And.",https://www.dfimoveis.com.br/imovel/casa-4-quartos-venda-ceilandia-norte-ceilandia-df-eqnm-4-6-bloco-c-1098669
CEILÂNDIA,CEILANDIA NORTE,QNM 20,5,0,4,Não encontrado,"200,00 m²","200,00 m²",499999,Varanda,-15.8119326,-48.1026647,Meu Imóvel,25698,5561995624472,"(61) 99562 
                                             
                                         
                             
                             - 4472 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99562 
                                             
                                         
                             
                             - 4472 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99562 
                                             
                                         
                             
                             - 4472 
                                 
                                       
                                 
                             

         
                             
                                         
                                             
                                                 
                                                 (61) 99562 
                                             
                                         
                             
                             - 4472",Não informado,Não encontrado,Não encontrado,Não encontrado,27/03/2025,Não econtrado,Não econtrado,Ceilândia Norte QNM 20 Sobrado 5 Quartos 250m² Quintal Área de Serviço 4 Vagas,"Sobrado
Ceilândia Norte QNM 20 

Charmoso sobrado de 5 quartos em Ceilândia Norte!

Localizado no QNM 20, este imóvel possui um amplo lote de 250m², garantindo espaço de sobra para toda a família. Com uma garagem para até 4 carros, você nunca mais terá que se preocupar com onde estacionar.

No térreo, você encontrará uma sala de dois ambientes, uma cozinha com copa arejada, um banheiro social e um quarto. Já na parte superior, há 4 quartos, uma ante sala e mais um banheiro social.

Este sobrado é todo avarandado, com um quintal revestido em cerâmica, área de serviço coberta e banheiro de serviço. Além disso, conta com um corredor amplo e entrada independente, proporcionando mais privacidade.

E tem mais! Há um depósito e um quintal perfeito para construir uma churrasqueira e até mesmo uma piscina, perfeito para os momentos de lazer em família.

Oportunidade de R$ 530.000,00
Por apenas R$ 500.000,00

Você pode ter tudo isso e ainda tem a oportunidade de fazer uma troca por um imóvel de menor valor. Não perca essa chance de adquirir o imóvel dos seus sonhos! Agende uma visita hoje mesmo.

Agende sua visita ,
Meu Imovel Imobiliária CJ DF 25698 GO 42513

Trabalhamos com compra, venda, revenda, administração (aluguel) e avaliação! 

Adquira agora sua carta de consórcio ( Somos operadores da Âncora, Canopus, Ademicon, Bancobras, Rodobens, Santander, Itaú, Adecon, Embracon, BB, Caixa e futuramente Porto Seguro)
Cartas de imóveis, automóveis, motos, serviços com condições incríveis e contemplação rápida!!
APROVAMOS FINANCIAMENTO BANCÁRIO SEM CUSTOS (Caixa, Itau, Santander , Bradesco, BRB, Inter)",https://www.dfimoveis.com.br/imovel/casa-4-quartos-venda-ceilandia-norte-ceilandia-df-qnm-20-1081284
